$Flow file for segment 34,,,,
To the right of the sum of flows are individual flows starting with QWD then QSTR,,,,
JDAY,PH,Spill,Fish,
602.5,41.09,0,1.7,8/24/2001
603.5,40.91,0,1.7,8/25/2001
604.5,41.02,0,1.7,8/26/2001
605.5,41.09,0,1.7,8/27/2001
606.5,40.65,0,1.7,8/28/2001
607.5,40.76,0,1.7,8/29/2001
608.5,41.44,0,1.7,8/30/2001
609.5,42.48,0,1.7,8/31/2001
610.5,40.59,0,1.7,9/1/2001
611.5,39.92,0,1.7,9/2/2001
612.5,40.26,0,1.7,9/3/2001
613.5,40.77,0,1.7,9/4/2001
614.5,41.05,0,1.7,9/5/2001
615.5,41.05,0,1.7,9/6/2001
616.5,41.61,0,1.7,9/7/2001
617.5,41.27,0,1.7,9/8/2001
618.5,40.94,0,1.7,9/9/2001
619.5,41.79,0,1.7,9/10/2001
620.5,41.1,0,1.7,9/11/2001
621.5,41.34,0,1.7,9/12/2001
622.5,41.25,0,1.7,9/13/2001
623.5,39.16,0,1.7,9/14/2001
624.5,39.25,0,1.7,9/15/2001
625.5,40.59,0,1.7,9/16/2001
626.5,40.73,0,1.7,9/17/2001
627.5,42.44,0,1.7,9/18/2001
628.5,34.78,0,1.7,9/19/2001
629.5,38.69,0,1.7,9/20/2001
630.5,40.52,0,1.7,9/21/2001
631.5,42.45,0,1.7,9/22/2001
632.5,43.14,0,1.7,9/23/2001
633.5,36.87,0,1.73,9/24/2001
634.5,40.31,0,1.7,9/25/2001
635.5,39.77,0,1.7,9/26/2001
636.5,41.07,0,1.7,9/27/2001
637.5,41.54,0,1.7,9/28/2001
638.5,41.29,0,1.7,9/29/2001
639.5,41.36,0,1.7,9/30/2001
640.5,40.86,0,1.7,10/1/2001
641.5,42.53,0,1.7,10/2/2001
642.5,41.48,0,1.7,10/3/2001
643.5,42.3,0,1.7,10/4/2001
644.5,41.3,0,1.7,10/5/2001
645.5,35.45,0,1.7,10/6/2001
646.5,34.18,0,1.7,10/7/2001
647.5,34.12,0,1.7,10/8/2001
648.5,33.55,0,1.7,10/9/2001
649.5,32.16,0,1.7,10/10/2001
650.5,35.22,0,1.7,10/11/2001
651.5,34.29,0,1.7,10/12/2001
652.5,32.8,0,1.7,10/13/2001
653.5,35.79,0,1.7,10/14/2001
654.5,34.58,0,1.7,10/15/2001
655.5,34.77,0,1.7,10/16/2001
656.5,34.62,0,1.7,10/17/2001
657.5,34.88,0,1.7,10/18/2001
658.5,35.36,0,1.7,10/19/2001
659.5,34.73,0,1.7,10/20/2001
660.5,34.87,0,1.7,10/21/2001
661.5,34.47,0,1.7,10/22/2001
662.5,34.35,0,1.7,10/23/2001
663.5,29.39,0,1.7,10/24/2001
664.5,34.25,0,1.7,10/25/2001
665.5,34.27,0,1.7,10/26/2001
666.5,36.2,0,1.7,10/27/2001
667.5,34.14,0,1.7,10/28/2001
668.5,33.84,0,1.7,10/29/2001
669.5,32.55,0,1.7,10/30/2001
670.5,31.25,0,1.7,10/31/2001
671.5,24.58,3.26,1.7,11/1/2001
672.5,27.95,0,1.7,11/2/2001
673.5,27.25,0,1.7,11/3/2001
674.5,26.28,0,1.7,11/4/2001
675.5,26.23,0,1.7,11/5/2001
676.5,27.02,0,1.7,11/6/2001
677.5,27.29,0,1.7,11/7/2001
678.5,27.94,0,1.7,11/8/2001
679.5,27.91,0,1.7,11/9/2001
680.5,26.27,0,1.7,11/10/2001
681.5,26.37,0,1.7,11/11/2001
682.5,18.89,0,1.7,11/12/2001
683.5,23.99,0,1.7,11/13/2001
684.5,25.72,0,1.7,11/14/2001
685.5,26.27,0,1.7,11/15/2001
686.5,26.67,0,1.7,11/16/2001
687.5,26.49,0,1.7,11/17/2001
688.5,27.11,0,1.7,11/18/2001
689.5,26.35,0,1.7,11/19/2001
690.5,26.56,0,1.7,11/20/2001
691.5,26.37,0,1.7,11/21/2001
692.5,26.27,0,1.7,11/22/2001
693.5,26.42,0,1.7,11/23/2001
694.5,26.08,0,1.7,11/24/2001
695.5,24.66,0,1.7,11/25/2001
696.5,25.3,0,1.7,11/26/2001
697.5,28.03,0,1.7,11/27/2001
698.5,28.22,0,1.7,11/28/2001
699.5,25.2,0,1.7,11/29/2001
700.5,25.34,0,1.7,11/30/2001
701.5,26.27,0,1.7,12/1/2001
702.5,26.72,0,1.7,12/2/2001
703.5,30.52,0,1.7,12/3/2001
704.5,32.36,0,1.7,12/4/2001
705.5,40.37,0,1.7,12/5/2001
706.5,40.02,0,1.7,12/6/2001
707.5,40.1,0,1.7,12/7/2001
708.5,41.16,0,1.7,12/8/2001
709.5,35.64,0,1.7,12/9/2001
710.5,40.3,0,1.7,12/10/2001
711.5,41.7,0,1.7,12/11/2001
712.5,41.74,0,1.7,12/12/2001
713.5,38.5,0,1.7,12/13/2001
714.5,36.16,0,1.7,12/14/2001
715.5,40.02,0,1.7,12/15/2001
716.5,40.44,0,1.7,12/16/2001
717.5,39.71,0,1.7,12/17/2001
718.5,40.03,0,1.7,12/18/2001
719.5,39.5,0,1.7,12/19/2001
720.5,35.31,0,1.7,12/20/2001
721.5,38.94,0,1.7,12/21/2001
722.5,37.48,0,1.7,12/22/2001
723.5,35.47,0,1.7,12/23/2001
724.5,38.04,0,1.7,12/24/2001
725.5,40.03,0,1.7,12/25/2001
726.5,40.13,0,1.7,12/26/2001
727.5,39.46,0,1.7,12/27/2001
728.5,37.18,0,1.7,12/28/2001
729.5,33.28,0,1.7,12/29/2001
730.5,34.46,0,1.7,12/30/2001
731.5,34.52,0,1.7,12/31/2001
732.5,36.76,0,1.7,1/1/2002
733.5,27.78,0,1.7,1/2/2002
734.5,32.73,0,1.7,1/3/2002
735.5,35.93,0,1.7,1/4/2002
736.5,39.09,0,1.7,1/5/2002
737.5,38.31,0,1.7,1/6/2002
738.5,37.77,0,1.7,1/7/2002
739.5,39.99,0,1.7,1/8/2002
740.5,40.54,0,1.7,1/9/2002
741.5,40.11,0,1.7,1/10/2002
742.5,40.17,0,1.7,1/11/2002
743.5,39.49,0,1.7,1/12/2002
744.5,39.54,0,1.7,1/13/2002
745.5,20.38,18.92,1.7,1/14/2002
746.5,17.77,21.79,1.7,1/15/2002
747.5,15.09,25.33,1.7,1/16/2002
748.5,27.99,12.68,1.7,1/17/2002
749.5,39.41,0,1.7,1/18/2002
750.5,40.36,0,1.7,1/19/2002
751.5,40.49,0,1.7,1/20/2002
752.5,42.24,0,1.7,1/21/2002
753.5,39.28,0,1.7,1/22/2002
754.5,41.08,0,1.7,1/23/2002
755.5,41.76,0,1.7,1/24/2002
756.5,40.41,0,1.7,1/25/2002
757.5,36.38,2.42,1.7,1/26/2002
758.5,39.34,0,1.7,1/27/2002
759.5,39.19,0,1.7,1/28/2002
760.5,39.5,0,1.7,1/29/2002
761.5,42.2,0,1.7,1/30/2002
762.5,41.37,0,1.7,1/31/2002
763.5,40.81,0,1.7,2/1/2002
764.5,40.99,0,1.7,2/2/2002
765.5,42.1,0,1.7,2/3/2002
766.5,41.32,0,1.7,2/4/2002
767.5,41.48,0,1.7,2/5/2002
768.5,41.93,0,1.7,2/6/2002
769.5,40.95,0,1.7,2/7/2002
770.5,39.15,0,1.7,2/8/2002
771.5,39.07,0,1.7,2/9/2002
772.5,41.13,0,1.7,2/10/2002
773.5,41,0,1.7,2/11/2002
774.5,41.49,0,1.7,2/12/2002
775.5,41.78,0,1.7,2/13/2002
776.5,41.49,0,1.7,2/14/2002
777.5,42.41,0,1.7,2/15/2002
778.5,40.24,0,1.7,2/16/2002
779.5,43.48,0,1.7,2/17/2002
780.5,43.4,0,1.7,2/18/2002
781.5,42.32,0,1.7,2/19/2002
782.5,41.29,0,1.7,2/20/2002
783.5,39.85,0,1.7,2/21/2002
784.5,38.8,0,1.7,2/22/2002
785.5,40.76,0,1.7,2/23/2002
786.5,41.17,0,1.7,2/24/2002
787.5,42.79,0,1.7,2/25/2002
788.5,40.39,0,1.7,2/26/2002
789.5,42.64,0,1.7,2/27/2002
790.5,40.44,0,1.7,2/28/2002
791.5,41.75,0,1.7,3/1/2002
792.5,41.49,0,1.7,3/2/2002
793.5,54.84,0,1.7,3/3/2002
794.5,57.08,0,1.7,3/4/2002
795.5,55.36,0,1.7,3/5/2002
796.5,49.43,0,1.7,3/6/2002
797.5,48.61,0,1.7,3/7/2002
798.5,103.06,0,1.7,3/8/2002
799.5,107.64,0,1.7,3/9/2002
800.5,106.56,0,1.7,3/10/2002
801.5,107.87,0,1.7,3/11/2002
802.5,107.72,0,1.7,3/12/2002
803.5,110.47,0,1.7,3/13/2002
804.5,100.7,0,1.7,3/14/2002
805.5,97.44,0,1.7,3/15/2002
806.5,86.43,0,1.7,3/16/2002
807.5,80.74,0,1.7,3/17/2002
808.5,81.34,0,1.7,3/18/2002
809.5,85.59,0,1.7,3/19/2002
810.5,85.08,0,1.7,3/20/2002
811.5,83.83,0,1.7,3/21/2002
812.5,82.02,0,1.7,3/22/2002
813.5,80.99,0,1.7,3/23/2002
814.5,82.67,0,1.7,3/24/2002
815.5,81.48,0,1.7,3/25/2002
816.5,70.63,0,1.7,3/26/2002
817.5,64.96,0,1.7,3/27/2002
818.5,66.23,0,1.7,3/28/2002
819.5,64.99,0,1.63,3/29/2002
820.5,78.35,0,1.7,3/30/2002
821.5,81.59,0,1.7,3/31/2002
822.5,83.18,0,1.7,4/1/2002
823.5,80.22,0,1.7,4/2/2002
824.5,85.25,0.25,1.7,4/3/2002
825.5,89.9,0,1.7,4/4/2002
826.5,92.52,0,1.7,4/5/2002
827.5,91.8,0,1.7,4/6/2002
828.5,96.71,0,1.7,4/7/2002
829.5,94.46,0,1.7,4/8/2002
830.5,109.58,0,1.7,4/9/2002
831.5,111.44,0,1.7,4/10/2002
832.5,111.48,0,1.7,4/11/2002
833.5,110.04,0,1.7,4/12/2002
834.5,110.51,0,1.7,4/13/2002
835.5,110.23,0,1.7,4/14/2002
836.5,110.91,0,1.7,4/15/2002
837.5,107.88,0,1.7,4/16/2002
838.5,109.04,0,1.7,4/17/2002
839.5,111.03,0,1.7,4/18/2002
840.5,110.25,0,1.7,4/19/2002
841.5,109.12,0,1.7,4/20/2002
842.5,110.19,0,1.7,4/21/2002
843.5,110.19,0,1.7,4/22/2002
844.5,100.39,0,1.7,4/23/2002
845.5,96.24,0,1.7,4/24/2002
846.5,97.14,0,1.7,4/25/2002
847.5,98.88,0,1.7,4/26/2002
848.5,96.76,0,1.7,4/27/2002
849.5,97.71,0,1.7,4/28/2002
850.5,98.51,0,1.7,4/29/2002
851.5,98.6,0,1.7,4/30/2002
852.5,86.89,0,1.7,5/1/2002
853.5,83.61,0,1.7,5/2/2002
854.5,83.91,0,1.7,5/3/2002
855.5,77.06,0,1.7,5/4/2002
856.5,75.6,0,1.7,5/5/2002
857.5,76.37,0,1.7,5/6/2002
858.5,74.07,0,1.7,5/7/2002
859.5,76.89,0,1.7,5/8/2002
860.5,77.15,0,1.7,5/9/2002
861.5,74.94,0,1.7,5/10/2002
862.5,76.49,0,1.7,5/11/2002
863.5,74.47,0,1.7,5/12/2002
864.5,74.58,0,1.7,5/13/2002
865.5,75.54,0,1.7,5/14/2002
866.5,73.28,0,1.7,5/15/2002
867.5,74.74,0,1.7,5/16/2002
868.5,75.87,0,1.7,5/17/2002
869.5,76.51,0,1.7,5/18/2002
870.5,75.45,0,1.7,5/19/2002
871.5,71.98,0,1.7,5/20/2002
872.5,72.52,0,1.7,5/21/2002
873.5,74.52,0,1.7,5/22/2002
874.5,74.42,0,1.7,5/23/2002
875.5,62.65,0,1.7,5/24/2002
876.5,60.73,0,1.7,5/25/2002
877.5,57.95,0,1.7,5/26/2002
878.5,64.03,0,1.7,5/27/2002
879.5,60.6,0,1.7,5/28/2002
880.5,60.65,0,1.7,5/29/2002
881.5,59.4,0,1.7,5/30/2002
882.5,61.51,0,1.7,5/31/2002
883.5,61.94,0,1.7,6/1/2002
884.5,60.61,0,1.7,6/2/2002
885.5,61.78,0,1.7,6/3/2002
886.5,61.52,0,1.7,6/4/2002
887.5,62.01,0,1.7,6/5/2002
888.5,62.83,0,1.7,6/6/2002
889.5,60.85,0,1.7,6/7/2002
890.5,60.09,0,1.7,6/8/2002
891.5,61.34,0,1.7,6/9/2002
892.5,60.86,0,1.7,6/10/2002
893.5,60.47,0,1.7,6/11/2002
894.5,60.62,0,1.7,6/12/2002
895.5,80.7,0,1.7,6/13/2002
896.5,83.48,0,1.7,6/14/2002
897.5,82.38,0,1.7,6/15/2002
898.5,82.91,0,1.7,6/16/2002
899.5,84.18,0,1.7,6/17/2002
900.5,84.6,0,1.7,6/18/2002
901.5,84.48,0,1.7,6/19/2002
902.5,83.84,0,1.7,6/20/2002
903.5,75.3,7.84,1.7,6/21/2002
904.5,67.37,14.36,1.7,6/22/2002
905.5,67.97,14.34,1.7,6/23/2002
906.5,74.3,7.7,1.7,6/24/2002
907.5,83.27,0,1.7,6/25/2002
908.5,84.31,0,1.7,6/26/2002
909.5,83.53,0,1.7,6/27/2002
910.5,84.45,0,1.7,6/28/2002
911.5,84.42,0,1.7,6/29/2002
912.5,71.77,0,1.7,6/30/2002
913.5,69.07,0,1.7,7/1/2002
914.5,66.38,0,1.7,7/2/2002
915.5,67.87,0,1.7,7/3/2002
916.5,70.02,0,1.7,7/4/2002
917.5,80.19,0,1.7,7/5/2002
918.5,85.99,0,1.7,7/6/2002
919.5,84.13,0,1.7,7/7/2002
920.5,83.98,0,1.7,7/8/2002
921.5,84.62,0,1.7,7/9/2002
922.5,96.09,0,1.7,7/10/2002
923.5,98.59,0,1.7,7/11/2002
924.5,99.18,0,1.7,7/12/2002
925.5,98.14,0,1.7,7/13/2002
926.5,100.41,0,1.7,7/14/2002
927.5,99.15,0,1.7,7/15/2002
928.5,97.58,0,1.7,7/16/2002
929.5,98.7,0,1.7,7/17/2002
930.5,97.26,0,1.7,7/18/2002
931.5,97.38,0,1.7,7/19/2002
932.5,98.51,0,1.7,7/20/2002
933.5,96.52,0,1.7,7/21/2002
934.5,98.05,0,1.7,7/22/2002
935.5,111.41,0,1.7,7/23/2002
936.5,111.84,0,1.7,7/24/2002
937.5,111.24,0,1.7,7/25/2002
938.5,110.71,0,1.71,7/26/2002
939.5,100.87,0,1.7,7/27/2002
940.5,97.41,0,1.7,7/28/2002
941.5,97.95,0,1.7,7/29/2002
942.5,85.84,0,1.7,7/30/2002
943.5,70.45,0,1.7,7/31/2002
944.5,66.07,0,1.7,8/1/2002
945.5,66.73,0,1.7,8/2/2002
946.5,66.77,0,1.7,8/3/2002
947.5,65.21,0,1.7,8/4/2002
948.5,65.89,0,1.7,8/5/2002
949.5,66.6,0,1.7,8/6/2002
950.5,56.07,0,1.7,8/7/2002
951.5,53.75,0,1.7,8/8/2002
952.5,52.74,0,1.7,8/9/2002
953.5,54.21,0,1.7,8/10/2002
954.5,54.08,0,1.7,8/11/2002
955.5,53.84,0,1.7,8/12/2002
956.5,54.13,0,1.7,8/13/2002
957.5,54.54,0,1.7,8/14/2002
958.5,54.78,0,1.7,8/15/2002
959.5,54.62,0,1.7,8/16/2002
960.5,54.95,0,1.7,8/17/2002
961.5,54.89,0,1.7,8/18/2002
962.5,55.24,0,1.7,8/19/2002
963.5,49.8,0,1.7,8/20/2002
964.5,48.4,0,1.7,8/21/2002
965.5,46.89,0,1.7,8/22/2002
966.5,48.5,0,1.7,8/23/2002
967.5,42.83,0,1.7,8/24/2002
968.5,40.75,0,1.7,8/25/2002
969.5,41.09,0,1.7,8/26/2002
970.5,38.51,0,1.7,8/27/2002
971.5,39.97,0,1.7,8/28/2002
972.5,39.62,0,1.7,8/29/2002
973.5,41.56,0,1.7,8/30/2002
974.5,43.87,0,1.7,8/31/2002
975.5,40.41,0,1.7,9/1/2002
976.5,40.25,0,1.7,9/2/2002
977.5,40.87,0,1.7,9/3/2002
978.5,40.48,0,1.7,9/4/2002
979.5,40.98,0,1.7,9/5/2002
980.5,41.89,0,1.7,9/6/2002
981.5,41.2,0,1.7,9/7/2002
982.5,40.75,0,1.7,9/8/2002
983.5,41,0,1.7,9/9/2002
984.5,40.17,0,1.7,9/10/2002
985.5,41.01,0,1.7,9/11/2002
986.5,40.97,0,1.7,9/12/2002
987.5,41.53,0,1.7,9/13/2002
988.5,41.28,0,1.7,9/14/2002
989.5,40.77,0,1.7,9/15/2002
990.5,38.83,0,1.7,9/16/2002
991.5,40.56,0,1.7,9/17/2002
992.5,39.94,0,1.7,9/18/2002
993.5,40.6,0,1.7,9/19/2002
994.5,40.74,0,1.7,9/20/2002
995.5,40.3,0,1.7,9/21/2002
996.5,22.58,0,1.59,9/22/2002
997.5,23.55,0,1.69,9/23/2002
998.5,39.91,0,1.7,9/24/2002
999.5,40.06,0,1.7,9/25/2002
1000.5,40.54,0,1.7,9/26/2002
1001.5,41.28,0,1.69,9/27/2002
1002.5,40.37,0,1.7,9/28/2002
1003.5,39.19,0,1.7,9/29/2002
1004.5,40.38,0,1.7,9/30/2002
1005.5,41.6,0,1.7,10/1/2002
1006.5,41.75,0,1.7,10/2/2002
1007.5,41.33,0,1.7,10/3/2002
1008.5,41.42,0,1.7,10/4/2002
1009.5,42.15,0,1.7,10/5/2002
1010.5,41.03,0,1.7,10/6/2002
1011.5,41.86,0,1.7,10/7/2002
1012.5,42.06,0,1.7,10/8/2002
1013.5,41.47,0,1.7,10/9/2002
1014.5,41.87,0,1.7,10/10/2002
1015.5,41.53,0,1.7,10/11/2002
1016.5,42.02,0,1.7,10/12/2002
1017.5,41.87,0,1.7,10/13/2002
1018.5,42.16,0,1.7,10/14/2002
1019.5,41.66,0,1.7,10/15/2002
1020.5,42.19,0,1.7,10/16/2002
1021.5,42.06,0,1.7,10/17/2002
1022.5,42.44,0,1.7,10/18/2002
1023.5,41.7,0,1.7,10/19/2002
1024.5,41.11,0,1.7,10/20/2002
1025.5,41.68,0,1.7,10/21/2002
1026.5,40.46,0,1.7,10/22/2002
1027.5,40.99,0,1.7,10/23/2002
1028.5,41.47,0,1.7,10/24/2002
1029.5,40.65,0,1.7,10/25/2002
1030.5,42.21,0,1.7,10/26/2002
1031.5,39.81,0,1.7,10/27/2002
1032.5,41.18,0,1.7,10/28/2002
1033.5,42.88,0,1.48,10/29/2002
1034.5,42.98,0,1.7,10/30/2002
1035.5,42.1,0,1.7,10/31/2002
1036.5,42.03,0,1.7,11/1/2002
1037.5,41.63,0,1.7,11/2/2002
1038.5,41.83,0,1.7,11/3/2002
1039.5,42.64,0,1.7,11/4/2002
1040.5,42.09,0,1.7,11/5/2002
1041.5,41.65,0,1.7,11/6/2002
1042.5,40.47,0,1.7,11/7/2002
1043.5,38.83,0,1.7,11/8/2002
1044.5,42.09,0,1.7,11/9/2002
1045.5,40.42,0,1.7,11/10/2002
1046.5,41.56,0,1.7,11/11/2002
1047.5,40.74,0,1.7,11/12/2002
1048.5,41.03,0,1.7,11/13/2002
1049.5,41.62,0,1.7,11/14/2002
1050.5,43.11,0,1.7,11/15/2002
1051.5,42.36,0,1.7,11/16/2002
1052.5,41.99,0,1.7,11/17/2002
1053.5,41.89,0,1.7,11/18/2002
1054.5,41.85,0,1.7,11/19/2002
1055.5,44.16,0,1.7,11/20/2002
1056.5,42.04,0,1.7,11/21/2002
1057.5,43.32,0,1.7,11/22/2002
1058.5,44.78,0,1.7,11/23/2002
1059.5,52.23,0,1.7,11/24/2002
1060.5,52.33,0,1.7,11/25/2002
1061.5,50.77,0,1.7,11/26/2002
1062.5,49.77,0,1.7,11/27/2002
1063.5,50.43,0,1.7,11/28/2002
1064.5,49.6,0,1.7,11/29/2002
1065.5,49.67,0,1.7,11/30/2002
1066.5,50.51,0,1.7,12/1/2002
1067.5,50.41,0,1.7,12/2/2002
1068.5,49.82,0,1.7,12/3/2002
1069.5,49.31,0,1.7,12/4/2002
1070.5,52.49,0,1.7,12/5/2002
1071.5,51.5,0,1.7,12/6/2002
1072.5,51.58,0,1.7,12/7/2002
1073.5,55.04,0,1.7,12/8/2002
1074.5,51.54,0,1.7,12/9/2002
1075.5,50.64,0,1.7,12/10/2002
1076.5,51.26,0,1.7,12/11/2002
1077.5,51.69,0,1.7,12/12/2002
1078.5,49.53,0,1.7,12/13/2002
1079.5,46.25,0,1.7,12/14/2002
1080.5,48.13,0,1.7,12/15/2002
1081.5,40.59,0,1.7,12/16/2002
1082.5,48.89,0,1.7,12/17/2002
1083.5,44.57,0,1.7,12/18/2002
1084.5,41.64,0,1.7,12/19/2002
1085.5,40.2,0,1.7,12/20/2002
1086.5,39.03,0,1.7,12/21/2002
1087.5,41.86,0,1.7,12/22/2002
1088.5,43.61,0,1.7,12/23/2002
1089.5,43.96,0,1.7,12/24/2002
1090.5,44.36,0,1.7,12/25/2002
1091.5,44.43,0,1.7,12/26/2002
1092.5,44.81,0,1.7,12/27/2002
1093.5,43.98,0,1.7,12/28/2002
1094.5,40.06,0,1.7,12/29/2002
1095.5,43.18,0,1.7,12/30/2002
1096.5,41.49,0,1.7,12/31/2002
1097.5,43.79,0,1.7,1/1/2003
1098.5,43.05,0,1.7,1/2/2003
1099.5,43.86,0,1.7,1/3/2003
1100.5,44.05,0,1.7,1/4/2003
1101.5,45.37,0,1.7,1/5/2003
1102.5,45.68,0,1.7,1/6/2003
1103.5,45.09,0,1.7,1/7/2003
1104.5,43.97,0,1.7,1/8/2003
1105.5,44.97,0,1.7,1/9/2003
1106.5,50.71,0,1.7,1/10/2003
1107.5,58.21,0,1.7,1/11/2003
1108.5,62.77,0,1.7,1/12/2003
1109.5,71.82,0,1.6,1/13/2003
1110.5,79.49,0,1.7,1/14/2003
1111.5,79.58,0,1.7,1/15/2003
1112.5,81.38,0,1.7,1/16/2003
1113.5,81.61,0,1.7,1/17/2003
1114.5,81.24,0,1.7,1/18/2003
1115.5,81.66,0,1.7,1/19/2003
1116.5,81.63,0,1.7,1/20/2003
1117.5,81.27,0,1.7,1/21/2003
1118.5,80.76,0,1.7,1/22/2003
1119.5,94.91,0,1.7,1/23/2003
1120.5,117.86,0,1.7,1/24/2003
1121.5,114.03,0,1.7,1/25/2003
1122.5,113.99,0,1.7,1/26/2003
1123.5,113.03,0,1.7,1/27/2003
1124.5,115.65,0,1.7,1/28/2003
1125.5,113.92,0,1.7,1/29/2003
1126.5,114.88,0,1.7,1/30/2003
1127.5,100.39,0,1.7,1/31/2003
1128.5,108.89,0,1.7,2/1/2003
1129.5,114.8,0,1.7,2/2/2003
1130.5,112.71,0,1.69,2/3/2003
1131.5,113.4,0,1.7,2/4/2003
1132.5,113.28,0,1.7,2/5/2003
1133.5,113.55,0.08,1.7,2/6/2003
1134.5,113.86,0,1.7,2/7/2003
1135.5,114.75,0,1.7,2/8/2003
1136.5,114.41,0,1.7,2/9/2003
1137.5,142.02,0,1.7,2/10/2003
1138.5,150.94,0.22,1.7,2/11/2003
1139.5,135.98,14.9,1.7,2/12/2003
1140.5,135.4,14.84,1.7,2/13/2003
1141.5,136.39,14.83,1.7,2/14/2003
1142.5,136.92,14.77,1.7,2/15/2003
1143.5,133.33,14.75,1.7,2/16/2003
1144.5,136.49,14.71,1.7,2/17/2003
1145.5,137.62,9.21,1.7,2/18/2003
1146.5,133.75,0,1.7,2/19/2003
1147.5,127.93,0,1.7,2/20/2003
1148.5,112.74,0,1.7,2/21/2003
1149.5,99,0,1.7,2/22/2003
1150.5,100.43,0,1.7,2/23/2003
1151.5,101.21,0,1.7,2/24/2003
1152.5,101.48,0,1.7,2/25/2003
1153.5,89.84,0,1.7,2/26/2003
1154.5,77.28,0,1.7,2/27/2003
1155.5,71.3,0,1.7,2/28/2003
1156.5,69.5,0,1.7,3/1/2003
1157.5,71.16,0,1.7,3/2/2003
1158.5,70.71,0,1.7,3/3/2003
1159.5,67.01,0,1.7,3/4/2003
1160.5,59.66,0,1.7,3/5/2003
1161.5,55.37,0,1.7,3/6/2003
1162.5,57.4,0,1.7,3/7/2003
1163.5,56.24,0,1.7,3/8/2003
1164.5,58.47,0,1.7,3/9/2003
1165.5,54.84,0,1.7,3/10/2003
1166.5,56.43,0,1.7,3/11/2003
1167.5,58.53,0,1.7,3/12/2003
1168.5,56.85,0,1.7,3/13/2003
1169.5,56.34,0,1.7,3/14/2003
1170.5,52.59,0,1.7,3/15/2003
1171.5,55.39,0,1.7,3/16/2003
1172.5,55.29,0,1.7,3/17/2003
1173.5,55.83,0,1.7,3/18/2003
1174.5,58.31,0,1.7,3/19/2003
1175.5,56.07,0,1.7,3/20/2003
1176.5,56.22,0,1.7,3/21/2003
1177.5,57.05,0,1.7,3/22/2003
1178.5,56.97,0,1.7,3/23/2003
1179.5,57.13,0,1.7,3/24/2003
1180.5,50.36,0,1.7,3/25/2003
1181.5,51.48,0,1.7,3/26/2003
1182.5,50.8,0,1.7,3/27/2003
1183.5,51.81,0,1.7,3/28/2003
1184.5,51.82,0,1.7,3/29/2003
1185.5,53.35,0,1.7,3/30/2003
1186.5,53.58,0,1.7,3/31/2003
1187.5,51.38,0,1.7,4/1/2003
1188.5,53.41,0,1.7,4/2/2003
1189.5,52.95,0,1.7,4/3/2003
1190.5,50.03,0,1.7,4/4/2003
1191.5,51.68,0,1.7,4/5/2003
1192.5,49.89,0,1.7,4/6/2003
1193.5,52.45,0,1.7,4/7/2003
1194.5,51.29,0,1.7,4/8/2003
1195.5,51.71,0,1.7,4/9/2003
1196.5,51.96,0,1.7,4/10/2003
1197.5,51.24,0,1.7,4/11/2003
1198.5,50.94,0,1.7,4/12/2003
1199.5,40.69,0,1.7,4/13/2003
1200.5,49.03,0,1.7,4/14/2003
1201.5,49.74,0,1.7,4/15/2003
1202.5,49.66,0,1.7,4/16/2003
1203.5,50.48,0,1.7,4/17/2003
1204.5,52.41,0,1.7,4/18/2003
1205.5,51.41,0,1.7,4/19/2003
1206.5,51.58,0,1.7,4/20/2003
1207.5,52.91,0,1.7,4/21/2003
1208.5,52.07,0,1.7,4/22/2003
1209.5,52.5,0,1.7,4/23/2003
1210.5,50.91,0,1.7,4/24/2003
1211.5,52.03,0,1.7,4/25/2003
1212.5,68.8,0,1.7,4/26/2003
1213.5,71.33,0,1.7,4/27/2003
1214.5,65.75,0,1.7,4/28/2003
1215.5,114.87,0,1.7,4/29/2003
1216.5,136.42,0,1.7,4/30/2003
1217.5,136.48,0,1.7,5/1/2003
1218.5,136.44,7.86,1.7,5/2/2003
1219.5,136.21,14.29,1.7,5/3/2003
1220.5,137.48,14.31,1.7,5/4/2003
1221.5,137.41,14.29,1.7,5/5/2003
1222.5,137.29,14.26,1.7,5/6/2003
1223.5,135.14,15.01,1.7,5/7/2003
1224.5,140.98,14.16,1.7,5/8/2003
1225.5,140.31,14.21,1.7,5/9/2003
1226.5,140.22,14.25,1.7,5/10/2003
1227.5,139.81,14.19,1.7,5/11/2003
1228.5,140.22,14.13,1.7,5/12/2003
1229.5,139.9,14.05,1.7,5/13/2003
1230.5,134.76,14,1.7,5/14/2003
1231.5,133.66,16.86,1.7,5/15/2003
1232.5,157.34,16.13,1.7,5/16/2003
1233.5,136.7,44.6,1.7,5/17/2003
1234.5,134.38,43.42,1.7,5/18/2003
1235.5,136.72,42.67,1.7,5/19/2003
1236.5,139.37,43.21,1.7,5/20/2003
1237.5,139.28,41.39,1.7,5/21/2003
1238.5,141.69,42.23,1.7,5/22/2003
1239.5,137.16,27.66,1.69,5/23/2003
1240.5,137.65,0.39,1.7,5/24/2003
1241.5,136.81,0,1.7,5/25/2003
1242.5,136.61,0,1.7,5/26/2003
1243.5,138.77,0,1.7,5/27/2003
1244.5,105.93,35.43,1.7,5/28/2003
1245.5,139.21,14.03,1.7,5/29/2003
1246.5,139.63,14.13,1.7,5/30/2003
1247.5,139.73,14.26,1.7,5/31/2003
1248.5,139.85,14.36,1.7,6/1/2003
