$Flow file for segment 34,,,
To the right of the sum of flows are individual flows starting with QWD then QSTR,,,
JDAY,PH,Spill,Fish
868.5,75.87,0.00,1.70
869.5,76.51,0.00,1.70
870.5,75.45,0.00,1.70
871.5,71.98,0.00,1.70
872.5,72.52,0.00,1.70
873.5,74.52,0.00,1.70
874.5,74.42,0.00,1.70
875.5,62.65,0.00,1.70
876.5,60.73,0.00,1.70
877.5,57.95,0.00,1.70
878.5,64.03,0.00,1.70
879.5,60.60,0.00,1.70
880.5,60.65,0.00,1.70
881.5,59.40,0.00,1.70
882.5,61.51,0.00,1.70
883.5,61.94,0.00,1.70
884.5,60.61,0.00,1.70
885.5,61.78,0.00,1.70
886.5,61.52,0.00,1.70
887.5,62.01,0.00,1.70
888.5,62.83,0.00,1.70
889.5,60.85,0.00,1.70
890.5,60.09,0.00,1.70
891.5,61.34,0.00,1.70
892.5,60.86,0.00,1.70
893.5,60.47,0.00,1.70
894.5,60.62,0.00,1.70
895.5,80.70,0.00,1.70
896.5,83.48,0.00,1.70
897.5,82.38,0.00,1.70
898.5,82.91,0.00,1.70
899.5,84.18,0.00,1.70
900.5,84.60,0.00,1.70
901.5,84.48,0.00,1.70
902.5,83.84,0.00,1.70
903.5,75.30,7.84,1.70
904.5,67.37,14.36,1.70
905.5,67.97,14.34,1.70
906.5,74.30,7.70,1.70
907.5,83.27,0.00,1.70
908.5,84.31,0.00,1.70
909.5,83.53,0.00,1.70
910.5,84.45,0.00,1.70
911.5,84.42,0.00,1.70
912.5,71.77,0.00,1.70
913.5,69.07,0.00,1.70
914.5,66.38,0.00,1.70
915.5,67.87,0.00,1.70
916.5,70.02,0.00,1.70
917.5,80.19,0.00,1.70
918.5,85.99,0.00,1.70
919.5,84.13,0.00,1.70
920.5,83.98,0.00,1.70
921.5,84.62,0.00,1.70
922.5,96.09,0.00,1.70
923.5,98.59,0.00,1.70
924.5,99.18,0.00,1.70
925.5,98.14,0.00,1.70
926.5,100.41,0.00,1.70
927.5,99.15,0.00,1.70
928.5,97.58,0.00,1.70
929.5,98.70,0.00,1.70
930.5,97.26,0.00,1.70
931.5,97.38,0.00,1.70
932.5,98.51,0.00,1.70
933.5,96.52,0.00,1.70
934.5,98.05,0.00,1.70
935.5,111.41,0.00,1.70
936.5,111.84,0.00,1.70
937.5,111.24,0.00,1.70
938.5,110.71,0.00,1.71
939.5,100.87,0.00,1.70
940.5,97.41,0.00,1.70
941.5,97.95,0.00,1.70
942.5,85.84,0.00,1.70
943.5,70.45,0.00,1.70
944.5,66.07,0.00,1.70
945.5,66.73,0.00,1.70
946.5,66.77,0.00,1.70
947.5,65.21,0.00,1.70
948.5,65.89,0.00,1.70
949.5,66.60,0.00,1.70
950.5,56.07,0.00,1.70
951.5,53.75,0.00,1.70
952.5,52.74,0.00,1.70
953.5,54.21,0.00,1.70
954.5,54.08,0.00,1.70
955.5,53.84,0.00,1.70
956.5,54.13,0.00,1.70
957.5,54.54,0.00,1.70
958.5,54.78,0.00,1.70
959.5,54.62,0.00,1.70
960.5,54.95,0.00,1.70
961.5,54.89,0.00,1.70
962.5,55.24,0.00,1.70
963.5,49.80,0.00,1.70
964.5,48.40,0.00,1.70
965.5,46.89,0.00,1.70
966.5,48.50,0.00,1.70
967.5,42.83,0.00,1.70
968.5,40.75,0.00,1.70
969.5,41.09,0.00,1.70
970.5,38.51,0.00,1.70
971.5,39.97,0.00,1.70
972.5,39.62,0.00,1.70
973.5,41.56,0.00,1.70
974.5,43.87,0.00,1.70
975.5,40.41,0.00,1.70
976.5,40.25,0.00,1.70
977.5,40.87,0.00,1.70
978.5,40.48,0.00,1.70
979.5,40.98,0.00,1.70
980.5,41.89,0.00,1.70
981.5,41.20,0.00,1.70
982.5,40.75,0.00,1.70
983.5,41.00,0.00,1.70
984.5,40.17,0.00,1.70
985.5,41.01,0.00,1.70
986.5,40.97,0.00,1.70
987.5,41.53,0.00,1.70
988.5,41.28,0.00,1.70
989.5,40.77,0.00,1.70
990.5,38.83,0.00,1.70
991.5,40.56,0.00,1.70
992.5,39.94,0.00,1.70
993.5,40.60,0.00,1.70
994.5,40.74,0.00,1.70
995.5,40.30,0.00,1.70
996.5,22.58,0.00,1.59
997.5,23.55,0.00,1.69
998.5,39.91,0.00,1.70
999.5,40.06,0.00,1.70
1000.5,40.54,0.00,1.70
1001.5,41.28,0.00,1.69
1002.5,40.37,0.00,1.70
1003.5,39.19,0.00,1.70
1004.5,40.38,0.00,1.70
1005.5,41.60,0.00,1.70
1006.5,41.75,0.00,1.70
1007.5,41.33,0.00,1.70
1008.5,41.42,0.00,1.70
1009.5,42.15,0.00,1.70
1010.5,41.03,0.00,1.70
1011.5,41.86,0.00,1.70
1012.5,42.06,0.00,1.70
1013.5,41.47,0.00,1.70
1014.5,41.87,0.00,1.70
1015.5,41.53,0.00,1.70
1016.5,42.02,0.00,1.70
1017.5,41.87,0.00,1.70
1018.5,42.16,0.00,1.70
1019.5,41.66,0.00,1.70
1020.5,42.19,0.00,1.70
1021.5,42.06,0.00,1.70
1022.5,42.44,0.00,1.70
1023.5,41.70,0.00,1.70
1024.5,41.11,0.00,1.70
1025.5,41.68,0.00,1.70
1026.5,40.46,0.00,1.70
1027.5,40.99,0.00,1.70
1028.5,41.47,0.00,1.70
1029.5,40.65,0.00,1.70
1030.5,42.21,0.00,1.70
1031.5,39.81,0.00,1.70
1032.5,41.18,0.00,1.70
1033.5,42.88,0.00,1.48
1034.5,42.98,0.00,1.70
1035.5,42.10,0.00,1.70
1036.5,42.03,0.00,1.70
1037.5,41.63,0.00,1.70
1038.5,41.83,0.00,1.70
1039.5,42.64,0.00,1.70
1040.5,42.09,0.00,1.70
1041.5,41.65,0.00,1.70
1042.5,40.47,0.00,1.70
1043.5,38.83,0.00,1.70
1044.5,42.09,0.00,1.70
1045.5,40.42,0.00,1.70
1046.5,41.56,0.00,1.70
1047.5,40.74,0.00,1.70
1048.5,41.03,0.00,1.70
1049.5,41.62,0.00,1.70
1050.5,43.11,0.00,1.70
1051.5,42.36,0.00,1.70
1052.5,41.99,0.00,1.70
1053.5,41.89,0.00,1.70
1054.5,41.85,0.00,1.70
1055.5,44.16,0.00,1.70
1056.5,42.04,0.00,1.70
1057.5,43.32,0.00,1.70
1058.5,44.78,0.00,1.70
1059.5,52.23,0.00,1.70
1060.5,52.33,0.00,1.70
1061.5,50.77,0.00,1.70
1062.5,49.77,0.00,1.70
1063.5,50.43,0.00,1.70
1064.5,49.60,0.00,1.70
1065.5,49.67,0.00,1.70
1066.5,50.51,0.00,1.70
1067.5,50.41,0.00,1.70
1068.5,49.82,0.00,1.70
1069.5,49.31,0.00,1.70
1070.5,52.49,0.00,1.70
1071.5,51.50,0.00,1.70
1072.5,51.58,0.00,1.70
1073.5,55.04,0.00,1.70
1074.5,51.54,0.00,1.70
1075.5,50.64,0.00,1.70
1076.5,51.26,0.00,1.70
1077.5,51.69,0.00,1.70
1078.5,49.53,0.00,1.70
1079.5,46.25,0.00,1.70
1080.5,48.13,0.00,1.70
1081.5,40.59,0.00,1.70
1082.5,48.89,0.00,1.70
1083.5,44.57,0.00,1.70
1084.5,41.64,0.00,1.70
1085.5,40.20,0.00,1.70
1086.5,39.03,0.00,1.70
1087.5,41.86,0.00,1.70
1088.5,43.61,0.00,1.70
1089.5,43.96,0.00,1.70
1090.5,44.36,0.00,1.70
1091.5,44.43,0.00,1.70
1092.5,44.81,0.00,1.70
1093.5,43.98,0.00,1.70
1094.5,40.06,0.00,1.70
1095.5,43.18,0.00,1.70
1096.5,41.49,0.00,1.70
1097.5,43.79,0.00,1.70
1098.5,43.05,0.00,1.70
1099.5,43.86,0.00,1.70
1100.5,44.05,0.00,1.70
1101.5,45.37,0.00,1.70
1102.5,45.68,0.00,1.70
1103.5,45.09,0.00,1.70
1104.5,43.97,0.00,1.70
1105.5,44.97,0.00,1.70
1106.5,50.71,0.00,1.70
1107.5,58.21,0.00,1.70
1108.5,62.77,0.00,1.70
1109.5,71.82,0.00,1.60
1110.5,79.49,0.00,1.70
1111.5,79.58,0.00,1.70
1112.5,81.38,0.00,1.70
1113.5,81.61,0.00,1.70
1114.5,81.24,0.00,1.70
1115.5,81.66,0.00,1.70
1116.5,81.63,0.00,1.70
1117.5,81.27,0.00,1.70
1118.5,80.76,0.00,1.70
1119.5,94.91,0.00,1.70
1120.5,117.86,0.00,1.70
1121.5,114.03,0.00,1.70
1122.5,113.99,0.00,1.70
1123.5,113.03,0.00,1.70
1124.5,115.65,0.00,1.70
1125.5,113.92,0.00,1.70
1126.5,114.88,0.00,1.70
1127.5,100.39,0.00,1.70
1128.5,108.89,0.00,1.70
1129.5,114.80,0.00,1.70
1130.5,112.71,0.00,1.69
1131.5,113.40,0.00,1.70
1132.5,113.28,0.00,1.70
1133.5,113.55,0.08,1.70
1134.5,113.86,0.00,1.70
1135.5,114.75,0.00,1.70
1136.5,114.41,0.00,1.70
1137.5,142.02,0.00,1.70
1138.5,150.94,0.22,1.70
1139.5,135.98,14.90,1.70
1140.5,135.40,14.84,1.70
1141.5,136.39,14.83,1.70
1142.5,136.92,14.77,1.70
1143.5,133.33,14.75,1.70
1144.5,136.49,14.71,1.70
1145.5,137.62,9.21,1.70
1146.5,133.75,0.00,1.70
1147.5,127.93,0.00,1.70
1148.5,112.74,0.00,1.70
1149.5,99.00,0.00,1.70
1150.5,100.43,0.00,1.70
1151.5,101.21,0.00,1.70
1152.5,101.48,0.00,1.70
1153.5,89.84,0.00,1.70
1154.5,77.28,0.00,1.70
1155.5,71.30,0.00,1.70
1156.5,69.50,0.00,1.70
1157.5,71.16,0.00,1.70
1158.5,70.71,0.00,1.70
1159.5,67.01,0.00,1.70
1160.5,59.66,0.00,1.70
1161.5,55.37,0.00,1.70
1162.5,57.40,0.00,1.70
1163.5,56.24,0.00,1.70
1164.5,58.47,0.00,1.70
1165.5,54.84,0.00,1.70
1166.5,56.43,0.00,1.70
1167.5,58.53,0.00,1.70
1168.5,56.85,0.00,1.70
1169.5,56.34,0.00,1.70
1170.5,52.59,0.00,1.70
1171.5,55.39,0.00,1.70
1172.5,55.29,0.00,1.70
1173.5,55.83,0.00,1.70
1174.5,58.31,0.00,1.70
1175.5,56.07,0.00,1.70
1176.5,56.22,0.00,1.70
1177.5,57.05,0.00,1.70
1178.5,56.97,0.00,1.70
1179.5,57.13,0.00,1.70
1180.5,50.36,0.00,1.70
1181.5,51.48,0.00,1.70
1182.5,50.80,0.00,1.70
1183.5,51.81,0.00,1.70
1184.5,51.82,0.00,1.70
1185.5,53.35,0.00,1.70
1186.5,53.58,0.00,1.70
1187.5,51.38,0.00,1.70
1188.5,53.41,0.00,1.70
1189.5,52.95,0.00,1.70
1190.5,50.03,0.00,1.70
1191.5,51.68,0.00,1.70
1192.5,49.89,0.00,1.70
1193.5,52.45,0.00,1.70
1194.5,51.29,0.00,1.70
1195.5,51.71,0.00,1.70
1196.5,51.96,0.00,1.70
1197.5,51.24,0.00,1.70
1198.5,50.94,0.00,1.70
1199.5,40.69,0.00,1.70
1200.5,49.03,0.00,1.70
1201.5,49.74,0.00,1.70
1202.5,49.66,0.00,1.70
1203.5,50.48,0.00,1.70
1204.5,52.41,0.00,1.70
1205.5,51.41,0.00,1.70
1206.5,51.58,0.00,1.70
1207.5,52.91,0.00,1.70
1208.5,52.07,0.00,1.70
1209.5,52.50,0.00,1.70
1210.5,50.91,0.00,1.70
1211.5,52.03,0.00,1.70
1212.5,68.80,0.00,1.70
1213.5,71.33,0.00,1.70
1214.5,65.75,0.00,1.70
1215.5,114.87,0.00,1.70
1216.5,136.42,0.00,1.70
1217.5,136.48,0.00,1.70
1218.5,136.44,7.86,1.70
1219.5,136.21,14.29,1.70
1220.5,137.48,14.31,1.70
1221.5,137.41,14.29,1.70
1222.5,137.29,14.26,1.70
1223.5,135.14,15.01,1.70
1224.5,140.98,14.16,1.70
1225.5,140.31,14.21,1.70
1226.5,140.22,14.25,1.70
1227.5,139.81,14.19,1.70
1228.5,140.22,14.13,1.70
1229.5,139.90,14.05,1.70
1230.5,134.76,14.00,1.70
1231.5,133.66,16.86,1.70
1232.5,157.34,16.13,1.70
1233.5,136.70,44.60,1.70
1234.5,134.38,43.42,1.70
1235.5,136.72,42.67,1.70
1236.5,139.37,43.21,1.70
1237.5,139.28,41.39,1.70
1238.5,141.69,42.23,1.70
1239.5,137.16,27.66,1.69
1240.5,137.65,0.39,1.70
1241.5,136.81,0.00,1.70
1242.5,136.61,0.00,1.70
1243.5,138.77,0.00,1.70
1244.5,105.93,35.43,1.70
1245.5,139.21,14.03,1.70
1246.5,139.63,14.13,1.70
1247.5,139.73,14.26,1.70
1248.5,139.85,14.36,1.70
1249.5,139.10,36.67,1.70
1250.5,139.99,57.68,1.70
1251.5,138.93,57.32,1.70
1252.5,137.81,49.14,1.70
1253.5,110.19,64.53,1.70
1254.5,139.85,19.85,1.70
1255.5,139.61,14.69,1.70
1256.5,138.83,14.68,1.70
1257.5,138.36,10.27,1.70
1258.5,137.16,0.00,1.70
1259.5,134.29,0.00,1.70
1260.5,124.24,0.00,1.70
1261.5,114.06,0.00,1.70
1262.5,112.91,0.00,1.70
1263.5,112.27,0.00,1.70
1264.5,98.46,0.00,1.70
1265.5,87.43,0.00,1.70
1266.5,87.94,0.00,1.70
1267.5,87.54,0.00,1.70
1268.5,87.25,0.00,1.70
1269.5,86.51,0.00,1.70
1270.5,88.87,0.00,1.70
1271.5,88.20,0.00,1.70
1272.5,81.08,0.00,1.70
1273.5,69.85,0.00,1.70
1274.5,46.53,25.34,1.70
1275.5,70.33,0.00,1.70
1276.5,71.61,0.00,1.70
1277.5,70.68,0.00,1.70
1278.5,71.71,0.00,1.70
1279.5,70.81,0.00,1.70
1280.5,70.56,0.00,1.70
1281.5,71.43,0.00,1.70
1282.5,70.68,0.00,1.70
1283.5,71.15,0.00,1.70
1284.5,74.45,0.00,1.70
1285.5,86.54,0.00,1.70
1286.5,84.40,0.00,1.70
1287.5,87.25,0.00,1.70
1288.5,86.58,0.00,1.70
1289.5,91.11,0.00,1.70
1290.5,168.12,16.98,1.70
1291.5,91.97,0.51,1.70
1292.5,86.87,0.00,1.70
1293.5,87.51,0.00,1.70
1294.5,87.12,0.00,1.70
1295.5,87.84,0.00,1.70
1296.5,86.64,0.00,1.70
1297.5,101.66,0.00,1.70
1298.5,101.23,0.00,1.70
1299.5,101.80,0.00,1.70
1300.5,116.22,0.00,1.70
1301.5,116.07,0.00,1.70
1302.5,114.65,0.00,1.70
1303.5,127.63,0.02,1.70
1304.5,126.44,0.00,1.70
1305.5,127.97,0.00,1.70
1306.5,128.45,0.01,1.70
1307.5,126.51,0.00,1.70
1308.5,129.45,0.49,1.70
1309.5,125.89,0.71,1.70
1310.5,125.84,0.51,1.70
1311.5,126.46,0.14,1.70
1312.5,124.04,0.05,1.70
1313.5,116.31,0.00,1.70
1314.5,115.45,0.00,1.70
1315.5,104.75,0.00,1.70
1316.5,91.01,0.00,1.70
1317.5,87.33,0.00,1.70
1318.5,87.80,0.00,1.70
1319.5,88.51,0.00,1.70
1320.5,71.88,12.52,1.70
1321.5,72.09,0.00,1.70
1322.5,70.28,0.00,1.70
1323.5,59.77,0.00,1.70
1324.5,58.08,0.00,1.70
1325.5,58.47,0.00,1.70
1326.5,58.78,0.00,1.70
1327.5,57.44,0.00,1.70
1328.5,58.99,0.00,1.70
1329.5,57.56,0.00,1.70
1330.5,57.16,0.00,1.70
1331.5,57.48,0.00,1.70
1332.5,57.08,0.00,1.70
1333.5,57.64,0.00,1.70
1334.5,58.20,0.00,1.70
1335.5,58.13,0.00,1.70
1336.5,58.06,0.00,1.70
1337.5,57.71,0.00,1.70
1338.5,57.90,0.00,1.70
1339.5,57.02,0.00,1.70
1340.5,57.84,0.00,1.70
1341.5,59.53,0.00,1.70
1342.5,58.32,0.00,1.70
1343.5,57.83,0.00,1.70
1344.5,58.06,0.00,1.70
1345.5,51.90,0.00,1.70
1346.5,50.86,0.00,1.70
1347.5,49.66,0.00,1.70
1348.5,52.15,0.00,1.70
1349.5,51.26,0.00,1.70
1350.5,49.98,0.00,1.70
1351.5,51.10,0.00,1.70
1352.5,50.27,0.00,1.70
1353.5,50.99,0.00,1.70
1354.5,51.37,0.00,1.70
1355.5,49.24,0.00,1.70
1356.5,47.31,0.00,1.70
1357.5,51.21,0.00,1.70
1358.5,50.74,0.00,1.70
1359.5,50.21,0.00,1.70
1360.5,49.91,0.00,1.70
1361.5,49.84,0.00,1.70
1362.5,50.74,0.00,1.70
1363.5,50.16,0.00,1.70
1364.5,50.79,0.00,1.70
1365.5,49.98,0.00,1.70
1366.5,50.92,0.00,1.70
1367.5,50.43,0.00,1.70
1368.5,52.31,0.00,1.70
1369.5,51.06,0.00,1.70
1370.5,50.83,0.00,1.70
1371.5,52.06,0.00,1.70
1372.5,52.19,0.00,1.70
1373.5,50.97,0.00,1.70
1374.5,52.40,0.00,1.70
1375.5,51.56,0.00,1.70
1376.5,52.40,0.00,1.70
1377.5,60.31,0.00,1.70
1378.5,58.41,0.00,1.70
1379.5,59.78,0.00,1.70
1380.5,59.16,0.00,1.70
1381.5,58.53,0.00,1.70
1382.5,59.37,0.00,1.70
1383.5,60.33,0.00,1.70
1384.5,59.50,0.00,1.70
1385.5,59.72,0.00,1.70
1386.5,59.49,0.00,1.70
1387.5,59.83,0.00,1.70
1388.5,59.53,0.00,1.70
1389.5,59.64,0.00,1.70
1390.5,58.70,0.00,1.70
1391.5,59.87,0.00,1.70
1392.5,59.60,0.00,1.70
1393.5,59.12,0.00,1.70
1394.5,59.66,0.00,1.70
1395.5,57.91,0.00,1.70
1396.5,57.92,0.00,1.70
1397.5,60.08,0.00,1.70
1398.5,58.90,0.00,1.70
1399.5,57.04,0.00,1.70
1400.5,71.11,0.00,1.70
1401.5,70.52,0.00,1.70
1402.5,70.05,0.00,1.70
1403.5,58.71,0.00,1.70
1404.5,57.90,0.17,1.70
1405.5,57.18,0.00,1.70
1406.5,59.29,0.00,1.70
1407.5,59.08,0.00,1.70
1408.5,57.17,0.00,1.70
1409.5,55.33,0.00,1.70
1410.5,59.04,0.00,1.70
1411.5,58.37,0.00,1.70
1412.5,59.30,0.00,1.70
1413.5,59.21,0.00,1.70
1414.5,59.56,0.00,1.70
1415.5,57.31,0.00,1.70
1416.5,59.42,0.00,1.70
1417.5,57.61,0.00,1.70
1418.5,59.13,0.00,1.70
1419.5,58.80,0.00,1.70
1420.5,58.81,0.00,1.70
1421.5,60.32,0.00,1.70
1422.5,57.96,0.00,1.70
1423.5,59.24,0.00,1.70
1424.5,59.68,0.00,1.70
1425.5,58.41,0.00,1.70
1426.5,60.20,0.00,1.70
1427.5,57.08,0.00,1.70
1428.5,59.18,0.00,1.70
1429.5,57.04,0.00,1.70
1430.5,59.02,0.00,1.70
1431.5,58.38,0.00,1.70
1432.5,58.02,0.00,1.70
1433.5,58.03,0.00,1.70
1434.5,59.54,0.00,1.70
1435.5,60.18,0.00,1.70
1436.5,57.57,0.00,1.70
1437.5,57.27,0.00,1.70
1438.5,57.71,0.00,1.70
1439.5,59.66,0.00,1.70
1440.5,54.68,0.00,1.70
1441.5,58.99,0.00,1.70
1442.5,58.00,0.00,1.70
1443.5,55.22,0.00,1.70
1444.5,55.75,0.00,1.70
1445.5,57.86,0.00,1.70
1446.5,57.65,0.00,1.70
1447.5,57.42,0.00,1.70
1448.5,59.05,0.00,1.70
1449.5,57.54,0.00,1.70
1450.5,52.43,0.00,1.70
1451.5,56.88,0.00,1.70
1452.5,56.90,0.00,1.70
1453.5,58.69,0.00,1.70
1454.5,54.13,0.00,1.70
1455.5,56.21,0.00,1.70
1456.5,56.56,0.00,1.70
1457.5,58.97,0.00,1.70
1458.5,58.84,0.00,1.70
1459.5,52.61,0.00,1.70
1460.5,55.98,0.00,1.70
1461.5,56.70,0.00,1.70
1462.5,49.08,0.00,1.70
1463.5,54.11,0.00,1.70
1464.5,55.75,0.00,1.70
1465.5,58.16,0.00,1.70
1466.5,57.42,0.00,1.70
1467.5,59.15,0.00,1.70
1468.5,93.19,0.00,1.70
1469.5,101.05,0.00,1.70
1470.5,101.00,0.00,1.70
1471.5,100.74,0.00,1.70
1472.5,101.22,0.00,1.70
1473.5,99.63,0.00,1.70
1474.5,90.73,0.18,1.70
1475.5,84.88,0.00,1.70
1476.5,89.07,0.00,1.70
1477.5,87.25,0.00,1.70
1478.5,65.68,0.00,1.70
1479.5,63.72,0.00,1.70
1480.5,65.68,0.00,1.70
1481.5,63.99,0.00,1.70
1482.5,63.87,0.00,1.70
1483.5,63.11,0.00,1.70
1484.5,62.64,0.00,1.70
1485.5,64.03,0.00,1.70
1486.5,61.84,0.00,1.70
1487.5,64.96,0.00,1.70
1488.5,61.97,0.00,1.70
1489.5,60.91,0.00,1.70
1490.5,63.92,0.00,1.70
1491.5,62.26,0.00,1.70
1492.5,63.92,0.00,1.70
1493.5,64.26,0.00,1.70
1494.5,61.38,0.00,1.70
1495.5,60.11,0.00,1.70
1496.5,61.24,0.00,1.70
1497.5,62.31,0.00,1.70
1498.5,62.78,0.00,1.70
1499.5,62.69,0.00,1.70
1500.5,63.23,0.00,1.70
1501.5,63.61,0.00,1.70
1502.5,62.30,0.00,1.70
1503.5,63.76,0.00,1.70
1504.5,62.79,0.00,1.70
1505.5,62.20,0.00,1.70
1506.5,64.18,0.00,1.70
1507.5,63.09,0.00,1.70
1508.5,60.64,0.00,1.70
1509.5,61.38,0.00,1.70
1510.5,51.48,0.00,1.70
1511.5,109.39,24.72,1.70
1512.5,141.12,58.05,1.70
1513.5,140.53,58.48,1.70
1514.5,140.36,58.57,1.70
1515.5,138.93,58.05,1.70
1516.5,137.99,50.33,1.70
1517.5,131.10,28.88,1.70
1518.5,125.22,28.91,1.70
1519.5,127.52,16.03,1.70
1520.5,106.81,0.00,1.70
1521.5,93.49,0.00,1.70
1522.5,81.73,0.00,1.70
1523.5,82.26,0.00,1.70
1524.5,80.39,0.00,1.70
1525.5,83.67,0.00,1.70
1526.5,72.44,0.00,1.70
1527.5,83.74,0.00,1.70
1528.5,81.95,0.00,1.70
1529.5,82.45,0.00,1.70
1530.5,82.89,0.00,1.70
1531.5,81.95,0.00,1.70
1532.5,79.74,0.00,1.70
1533.5,93.19,0.00,1.70
1534.5,95.12,0.00,1.70
1535.5,97.33,0.00,1.70
1536.5,82.65,16.96,1.70
1537.5,69.84,29.15,1.70
1538.5,68.78,29.35,1.70
1539.5,67.91,29.81,1.70
1540.5,67.69,29.96,1.70
1541.5,68.85,30.22,1.70
1542.5,68.53,30.36,1.70
1543.5,66.83,36.11,1.70
1544.5,64.83,46.79,1.70
1545.5,68.49,42.40,1.70
1546.5,64.18,45.34,1.70
1547.5,67.95,42.09,1.70
1548.5,68.80,41.71,1.70
1549.5,68.34,41.86,1.70
1550.5,67.36,41.85,1.70
1551.5,69.74,41.59,1.69
1552.5,76.01,25.37,1.70
1553.5,85.69,0.00,1.70
1554.5,82.12,0.00,1.70
1555.5,82.36,0.00,1.70
1556.5,82.41,0.00,1.70
1557.5,72.05,9.64,1.70
1558.5,64.88,71.97,1.70
1559.5,66.54,155.40,1.70
1560.5,67.80,154.17,1.70
1561.5,70.47,143.04,1.70
1562.5,68.09,108.44,1.70
1563.5,67.63,85.92,1.70
1564.5,29.71,110.38,1.70
1565.5,34.43,94.02,1.70
1566.5,39.14,102.61,1.70
1567.5,37.56,114.03,1.70
1568.5,10.20,146.70,1.70
1569.5,17.83,141.59,1.70
1570.5,36.92,113.07,1.70
1571.5,41.80,86.98,1.70
1572.5,41.91,77.26,1.70
1573.5,37.46,64.80,1.70
1574.5,32.79,58.03,1.70
1575.5,43.99,36.20,1.70
1576.5,66.07,14.16,1.70
1577.5,66.07,14.19,1.70
1578.5,69.84,8.16,1.70
1579.5,65.96,0.00,1.68
1580.5,69.25,0.00,1.70
1581.5,68.14,0.00,1.70
1582.5,67.44,0.00,1.70
1583.5,68.22,0.00,1.70
1584.5,68.29,0.00,1.70
1585.5,68.49,0.00,1.70
1586.5,69.84,0.00,1.70
1587.5,67.78,0.00,1.70
1588.5,68.73,0.00,1.70
1589.5,68.33,0.00,1.70
1590.5,70.07,0.00,1.70
1591.5,69.10,0.00,1.70
1592.5,68.82,0.00,1.70
1593.5,68.06,0.00,1.70
1594.5,68.99,0.00,1.70
1595.5,69.77,0.00,1.70
1596.5,69.63,0.00,1.70
1597.5,58.17,0.00,1.70
1598.5,56.88,0.00,1.70
1599.5,57.10,0.00,1.70
1600.5,55.80,0.00,1.70
1601.5,54.84,0.00,1.70
1602.5,52.20,0.00,1.70
1603.5,48.53,0.00,1.70
1604.5,48.98,0.00,1.70
1605.5,49.43,0.00,1.70
1606.5,49.25,0.00,1.67
1607.5,49.88,0.00,1.70
1608.5,50.17,0.00,1.70
1609.5,49.18,0.00,1.70
1610.5,49.25,0.00,1.70
1611.5,50.14,0.00,1.70
1612.5,50.06,0.00,1.70
1613.5,50.83,0.00,1.70
1614.5,48.86,0.00,1.70
1615.5,48.07,0.00,1.70
1616.5,49.20,0.00,1.70
1617.5,48.08,0.00,1.70
1618.5,48.31,0.00,1.70
1619.5,47.62,0.00,1.70
1620.5,56.22,0.00,1.70
1621.5,62.86,0.00,1.70
1622.5,61.45,0.09,1.70
1623.5,62.88,0.00,1.70
1624.5,61.97,0.00,1.70
1625.5,62.32,0.00,1.70
1626.5,62.37,0.00,1.70
1627.5,61.36,0.00,1.70
1628.5,62.39,0.00,1.70
1629.5,62.41,0.00,1.70
1630.5,68.90,0.31,1.70
1631.5,70.30,0.00,1.70
1632.5,69.97,0.00,1.70
1633.5,69.14,0.00,1.70
1634.5,69.82,0.00,1.70
1635.5,68.66,0.00,1.70
1636.5,68.60,0.00,1.70
1637.5,70.45,0.00,1.70
1638.5,69.25,0.00,1.70
1639.5,69.06,0.00,1.70
1640.5,68.31,0.00,1.70
1641.5,69.12,0.00,1.70
1642.5,65.12,0.00,1.70
1643.5,82.95,0.01,1.70
1644.5,83.05,0.04,1.70
1645.5,84.21,0.00,1.70
1646.5,84.53,0.00,1.70
1647.5,86.57,0.00,1.70
1648.5,87.57,0.00,1.70
1649.5,85.90,0.00,1.70
1650.5,85.63,0.00,1.70
1651.5,84.83,0.00,1.70
1652.5,86.01,0.00,1.70
1653.5,98.55,0.00,1.70
1654.5,101.07,0.00,1.70
1655.5,92.33,5.03,1.70
1656.5,98.69,0.00,1.70
1657.5,93.76,5.49,1.70
1658.5,64.79,36.85,1.70
1659.5,81.23,17.09,1.70
1660.5,95.98,0.00,1.70
1661.5,96.90,0.00,1.70
1662.5,96.78,0.00,1.70
1663.5,96.87,0.00,1.70
1664.5,95.75,0.00,1.70
1665.5,97.58,0.00,1.70
1666.5,96.64,0.00,1.70
1667.5,96.08,0.00,1.70
1668.5,84.96,0.00,1.70
1669.5,70.76,0.01,1.70
1670.5,68.10,0.00,1.70
1671.5,68.47,0.00,1.70
1672.5,67.15,0.00,1.70
1673.5,67.60,0.00,1.70
1674.5,68.20,0.00,1.70
1675.5,66.35,0.00,1.70
1676.5,67.26,0.00,1.70
1677.5,55.93,0.00,1.70
1678.5,54.11,0.00,1.70
1679.5,55.26,0.00,1.70
1680.5,54.92,0.00,1.70
1681.5,53.56,0.00,1.70
1682.5,56.49,0.00,1.70
1683.5,55.15,0.00,1.70
1684.5,53.16,0.00,1.70
1685.5,53.51,0.00,1.70
1686.5,54.37,0.00,1.70
1687.5,54.23,0.00,1.70
1688.5,53.65,0.00,1.70
1689.5,54.12,0.00,1.70
1690.5,54.20,0.00,1.70
1691.5,53.75,0.00,1.70
1692.5,55.60,0.00,1.70
1693.5,42.47,0.00,1.70
1694.5,40.26,0.00,1.70
